tag	name	text	class	description	position (top-left x&y)	size (w&h)
table-cell	H26	""			(741, 751)	(90, 21)
table-cell	I26	""			(831, 751)	(90, 21)
table-cell	J26	""			(921, 751)	(90, 21)
table-cell	K26	""			(1011, 751)	(90, 21)
table-cell	L26	""			(1101, 751)	(90, 21)
table-cell	M26	""			(1191, 751)	(90, 21)
table-cell	N26	""			(1281, 751)	(90, 21)
table-cell	O26	""			(1371, 751)	(90, 21)
table-cell	P26	""			(1461, 751)	(90, 21)
table-cell	Q26	""			(1551, 751)	(90, 21)
table-cell	R26	""			(1641, 751)	(90, 21)
table-cell	S26	""			(1731, 751)	(90, 21)
table-cell	T26	""			(1821, 751)	(28, 21)
table-cell	A27	""			(111, 772)	(90, 21)
table-cell	B27	""			(201, 772)	(90, 21)
table-cell	C27	""			(291, 772)	(90, 21)
table-cell	D27	Physics			(381, 772)	(90, 21)
table-cell	E27	77			(471, 772)	(90, 21)
table-cell	F27	""			(561, 772)	(90, 21)
table-cell	G27	""			(651, 772)	(90, 21)
table-cell	H27	""			(741, 772)	(90, 21)
table-cell	I27	""			(831, 772)	(90, 21)
table-cell	J27	""			(921, 772)	(90, 21)
table-cell	K27	""			(1011, 772)	(90, 21)
table-cell	L27	""			(1101, 772)	(90, 21)
table-cell	M27	""			(1191, 772)	(90, 21)
table-cell	N27	""			(1281, 772)	(90, 21)
table-cell	O27	""			(1371, 772)	(90, 21)
table-cell	P27	""			(1461, 772)	(90, 21)
table-cell	Q27	""			(1551, 772)	(90, 21)
table-cell	R27	""			(1641, 772)	(90, 21)
table-cell	S27	""			(1731, 772)	(90, 21)
table-cell	T27	""			(1821, 772)	(28, 21)
table-cell	A28	""			(111, 793)	(90, 21)
table-cell	B28	""			(201, 793)	(90, 21)
table-cell	C28	""			(291, 793)	(90, 21)
table-cell	D28	Chemistry			(381, 793)	(90, 21)
table-cell	E28	81			(471, 793)	(90, 21)
table-cell	F28	""			(561, 793)	(90, 21)
table-cell	G28	""			(651, 793)	(90, 21)
table-cell	H28	""			(741, 793)	(90, 21)
table-cell	I28	""			(831, 793)	(90, 21)
table-cell	J28	""			(921, 793)	(90, 21)
table-cell	K28	""			(1011, 793)	(90, 21)
table-cell	L28	""			(1101, 793)	(90, 21)
table-cell	M28	""			(1191, 793)	(90, 21)
table-cell	N28	""			(1281, 793)	(90, 21)
table-cell	O28	""			(1371, 793)	(90, 21)
table-cell	P28	""			(1461, 793)	(90, 21)
table-cell	Q28	""			(1551, 793)	(90, 21)
table-cell	R28	""			(1641, 793)	(90, 21)
table-cell	S28	""			(1731, 793)	(90, 21)
table-cell	T28	""			(1821, 793)	(28, 21)
table-cell	A29	""			(111, 814)	(90, 21)
table-cell	B29	""			(201, 814)	(90, 21)
table-cell	C29	""			(291, 814)	(90, 21)
table-cell	D29	Biology			(381, 814)	(90, 21)
table-cell	E29	56			(471, 814)	(90, 21)
table-cell	F29	""			(561, 814)	(90, 21)
table-cell	G29	""			(651, 814)	(90, 21)
table-cell	H29	""			(741, 814)	(90, 21)
table-cell	I29	""			(831, 814)	(90, 21)
table-cell	J29	""			(921, 814)	(90, 21)
table-cell	K29	""			(1011, 814)	(90, 21)
table-cell	L29	""			(1101, 814)	(90, 21)
table-cell	M29	""			(1191, 814)	(90, 21)
table-cell	N29	""			(1281, 814)	(90, 21)
table-cell	O29	""			(1371, 814)	(90, 21)
table-cell	P29	""			(1461, 814)	(90, 21)
table-cell	Q29	""			(1551, 814)	(90, 21)
table-cell	R29	""			(1641, 814)	(90, 21)
table-cell	S29	""			(1731, 814)	(90, 21)
table-cell	T29	""			(1821, 814)	(28, 21)
table-cell	A30	""			(111, 835)	(90, 21)
table-cell	B30	""			(201, 835)	(90, 21)
table-cell	C30	""			(291, 835)	(90, 21)
table-cell	D30	Math			(381, 835)	(90, 21)
table-cell	E30	19			(471, 835)	(90, 21)
table-cell	F30	""			(561, 835)	(90, 21)
table-cell	G30	""			(651, 835)	(90, 21)
table-cell	H30	""			(741, 835)	(90, 21)
table-cell	I30	""			(831, 835)	(90, 21)
table-cell	J30	""			(921, 835)	(90, 21)
table-cell	K30	""			(1011, 835)	(90, 21)
table-cell	L30	""			(1101, 835)	(90, 21)
table-cell	M30	""			(1191, 835)	(90, 21)
table-cell	N30	""			(1281, 835)	(90, 21)
table-cell	O30	""			(1371, 835)	(90, 21)
table-cell	P30	""			(1461, 835)	(90, 21)
table-cell	Q30	""			(1551, 835)	(90, 21)
table-cell	R30	""			(1641, 835)	(90, 21)
table-cell	S30	""			(1731, 835)	(90, 21)
table-cell	T30	""			(1821, 835)	(28, 21)
table-cell	A31	""			(111, 856)	(90, 21)
table-cell	B31	""			(201, 856)	(90, 21)
table-cell	C31	""			(291, 856)	(90, 21)
table-cell	D31	""			(381, 856)	(90, 21)
table-cell	E31	""			(471, 856)	(90, 21)
table-cell	F31	""			(561, 856)	(90, 21)
table-cell	G31	""			(651, 856)	(90, 21)
table-cell	H31	""			(741, 856)	(90, 21)
table-cell	I31	""			(831, 856)	(90, 21)
table-cell	J31	""			(921, 856)	(90, 21)
table-cell	K31	""			(1011, 856)	(90, 21)
table-cell	L31	""			(1101, 856)	(90, 21)
table-cell	M31	""			(1191, 856)	(90, 21)
table-cell	N31	""			(1281, 856)	(90, 21)
table-cell	O31	""			(1371, 856)	(90, 21)
table-cell	P31	""			(1461, 856)	(90, 21)
table-cell	Q31	""			(1551, 856)	(90, 21)
table-cell	R31	""			(1641, 856)	(90, 21)
table-cell	S31	""			(1731, 856)	(90, 21)
table-cell	T31	""			(1821, 856)	(28, 21)
table-cell	A32	""			(111, 877)	(90, 21)
table-cell	B32	""			(201, 877)	(90, 21)
table-cell	C32	""			(291, 877)	(90, 21)
table-cell	D32	""			(381, 877)	(90, 21)
table-cell	E32	""			(471, 877)	(90, 21)
table-cell	F32	""			(561, 877)	(90, 21)
table-cell	G32	""			(651, 877)	(90, 21)
table-cell	H32	""			(741, 877)	(90, 21)
table-cell	I32	""			(831, 877)	(90, 21)
table-cell	J32	""			(921, 877)	(90, 21)
table-cell	K32	""			(1011, 877)	(90, 21)
table-cell	L32	""			(1101, 877)	(90, 21)
table-cell	M32	""			(1191, 877)	(90, 21)
table-cell	N32	""			(1281, 877)	(90, 21)
table-cell	O32	""			(1371, 877)	(90, 21)
table-cell	P32	""			(1461, 877)	(90, 21)
table-cell	Q32	""			(1551, 877)	(90, 21)
table-cell	R32	""			(1641, 877)	(90, 21)
table-cell	S32	""			(1731, 877)	(90, 21)
table-cell	T32	""			(1821, 877)	(28, 21)
table-cell	A33	""			(111, 898)	(90, 21)
table-cell	B33	""			(201, 898)	(90, 21)
table-cell	C33	""			(291, 898)	(90, 21)
table-cell	D33	""			(381, 898)	(90, 21)
table-cell	E33	""			(471, 898)	(90, 21)
table-cell	F33	""			(561, 898)	(90, 21)
table-cell	G33	""			(651, 898)	(90, 21)
table-cell	H33	""			(741, 898)	(90, 21)
table-cell	I33	""			(831, 898)	(90, 21)
table-cell	J33	""			(921, 898)	(90, 21)
table-cell	K33	""			(1011, 898)	(90, 21)
table-cell	L33	""			(1101, 898)	(90, 21)
table-cell	M33	""			(1191, 898)	(90, 21)
table-cell	N33	""			(1281, 898)	(90, 21)
table-cell	O33	""			(1371, 898)	(90, 21)
table-cell	P33	""			(1461, 898)	(90, 21)
table-cell	Q33	""			(1551, 898)	(90, 21)
table-cell	R33	""			(1641, 898)	(90, 21)
table-cell	S33	""			(1731, 898)	(90, 21)
table-cell	T33	""			(1821, 898)	(28, 21)
table-cell	A34	""			(111, 919)	(90, 21)
table-cell	B34	""			(201, 919)	(90, 21)
table-cell	C34	""			(291, 919)	(90, 21)
table-cell	D34	""			(381, 919)	(90, 21)
table-cell	E34	""			(471, 919)	(90, 21)
table-cell	F34	""			(561, 919)	(90, 21)
table-cell	G34	""			(651, 919)	(90, 21)
table-cell	H34	""			(741, 919)	(90, 21)
table-cell	I34	""			(831, 919)	(90, 21)
table-cell	J34	""			(921, 919)	(90, 21)
table-cell	K34	""			(1011, 919)	(90, 21)
table-cell	L34	""			(1101, 919)	(90, 21)
table-cell	M34	""			(1191, 919)	(90, 21)
table-cell	N34	""			(1281, 919)	(90, 21)
table-cell	O34	""			(1371, 919)	(90, 21)
table-cell	P34	""			(1461, 919)	(90, 21)
table-cell	Q34	""			(1551, 919)	(90, 21)
table-cell	R34	""			(1641, 919)	(90, 21)
table-cell	S34	""			(1731, 919)	(90, 21)
table-cell	T34	""			(1821, 919)	(28, 21)
table-cell	A35	""			(111, 940)	(90, 21)
table-cell	B35	""			(201, 940)	(90, 21)
table-cell	C35	""			(291, 940)	(90, 21)
table-cell	D35	""			(381, 940)	(90, 21)
table-cell	E35	""			(471, 940)	(90, 21)
table-cell	F35	""			(561, 940)	(90, 21)
table-cell	G35	""			(651, 940)	(90, 21)
table-cell	H35	""			(741, 940)	(90, 21)
table-cell	I35	""			(831, 940)	(90, 21)
table-cell	J35	""			(921, 940)	(90, 21)
table-cell	K35	""			(1011, 940)	(90, 21)
table-cell	L35	""			(1101, 940)	(90, 21)
table-cell	M35	""			(1191, 940)	(90, 21)
table-cell	N35	""			(1281, 940)	(90, 21)
table-cell	O35	""			(1371, 940)	(90, 21)
table-cell	P35	""			(1461, 940)	(90, 21)
table-cell	Q35	""			(1551, 940)	(90, 21)
table-cell	R35	""			(1641, 940)	(90, 21)
table-cell	S35	""			(1731, 940)	(90, 21)
table-cell	T35	""			(1821, 940)	(28, 21)
table-cell	A36	""			(111, 961)	(90, 21)
table-cell	B36	""			(201, 961)	(90, 21)
table-cell	C36	""			(291, 961)	(90, 21)
table-cell	D36	""			(381, 961)	(90, 21)
table-cell	E36	""			(471, 961)	(90, 21)
table-cell	F36	""			(561, 961)	(90, 21)
table-cell	G36	""			(651, 961)	(90, 21)
table-cell	H36	""			(741, 961)	(90, 21)
table-cell	I36	""			(831, 961)	(90, 21)
table-cell	J36	""			(921, 961)	(90, 21)
table-cell	K36	""			(1011, 961)	(90, 21)
table-cell	L36	""			(1101, 961)	(90, 21)
table-cell	M36	""			(1191, 961)	(90, 21)
table-cell	N36	""			(1281, 961)	(90, 21)
table-cell	O36	""			(1371, 961)	(90, 21)
table-cell	P36	""			(1461, 961)	(90, 21)
table-cell	Q36	""			(1551, 961)	(90, 21)
table-cell	R36	""			(1641, 961)	(90, 21)
table-cell	S36	""			(1731, 961)	(90, 21)
table-cell	T36	""			(1821, 961)	(28, 21)
table-cell	A37	""			(111, 982)	(90, 21)
table-cell	B37	""			(201, 982)	(90, 21)
table-cell	C37	""			(291, 982)	(90, 21)
table-cell	D37	""			(381, 982)	(90, 21)
table-cell	E37	""			(471, 982)	(90, 21)
table-cell	F37	""			(561, 982)	(90, 21)
table-cell	G37	""			(651, 982)	(90, 21)
table-cell	H37	""			(741, 982)	(90, 21)
table-cell	I37	""			(831, 982)	(90, 21)
table-cell	J37	""			(921, 982)	(90, 21)
table-cell	K37	""			(1011, 982)	(90, 21)
table-cell	L37	""			(1101, 982)	(90, 21)
table-cell	M37	""			(1191, 982)	(90, 21)
table-cell	N37	""			(1281, 982)	(90, 21)
table-cell	O37	""			(1371, 982)	(90, 21)
table-cell	P37	""			(1461, 982)	(90, 21)
table-cell	Q37	""			(1551, 982)	(90, 21)
table-cell	R37	""			(1641, 982)	(90, 21)
table-cell	S37	""			(1731, 982)	(90, 21)
table-cell	T37	""			(1821, 982)	(28, 21)
table-cell	A38	""			(111, 1003)	(90, 19)
table-cell	B38	""			(201, 1003)	(90, 19)
table-cell	C38	""			(291, 1003)	(90, 19)
table-cell	D38	""			(381, 1003)	(90, 19)
table-cell	E38	""			(471, 1003)	(90, 19)
table-cell	F38	""			(561, 1003)	(90, 19)
table-cell	G38	""			(651, 1003)	(90, 19)
table-cell	H38	""			(741, 1003)	(90, 19)
table-cell	I38	""			(831, 1003)	(90, 19)
table-cell	J38	""			(921, 1003)	(90, 19)
table-cell	K38	""			(1011, 1003)	(90, 19)
table-cell	L38	""			(1101, 1003)	(90, 19)
table-cell	M38	""			(1191, 1003)	(90, 19)
table-cell	N38	""			(1281, 1003)	(90, 19)
table-cell	O38	""			(1371, 1003)	(90, 19)
table-cell	P38	""			(1461, 1003)	(90, 19)
table-cell	Q38	""			(1551, 1003)	(90, 19)
table-cell	R38	""			(1641, 1003)	(90, 19)
table-cell	S38	""			(1731, 1003)	(90, 19)
table-cell	T38	""			(1821, 1003)	(28, 19)
push-button	Add	""			(182, 1034)	(25, 25)
toggle-button	Menu	""			(1874, 171)	(36, 34)
text		B1:E29			(74, 169)	(137, 34)
push-button	Function Wizard	""			(255, 172)	(25, 27)
push-button	Select Function	""			(280, 172)	(36, 27)
push-button	Formula	""			(316, 172)	(25, 27)
paragraph		Level			(348, 177)	(36, 18)
push-button	New	""			(74, 91)	(44, 35)
push-button	Open	""			(118, 91)	(44, 35)
push-button	Save	""			(162, 91)	(44, 35)
push-button	Export Directly as PDF	""			(214, 91)	(33, 35)
push-button	Print	""			(247, 91)	(33, 35)
toggle-button	Print Preview	""			(280, 91)	(33, 35)
push-button	Cut	""			(321, 91)	(33, 35)
push-button	Copy	""			(354, 91)	(33, 35)
push-button	Clone	""			(439, 91)	(33, 35)
push-button	Clear	""			(472, 91)	(33, 35)
toggle-button	Find and Replace	""			(609, 91)	(33, 35)
push-button	Spelling	""			(642, 91)	(33, 35)
push-button	Row	""			(683, 91)	(44, 35)
push-button	Column	""			(727, 91)	(44, 35)
push-button	Sort	""			(779, 91)	(33, 35)
push-button	Sort Ascending	""			(812, 91)	(33, 35)
push-button	Sort Descending	""			(845, 91)	(33, 35)
push-button	AutoFilter	""			(878, 91)	(33, 35)
push-button	Image	""			(919, 91)	(33, 35)
push-button	Chart	""			(952, 91)	(33, 35)
push-button	Pivot Table	""			(985, 91)	(33, 35)
push-button	Symbol	""			(1026, 91)	(44, 35)
toggle-button	Hyperlink	""			(1070, 91)	(33, 35)
push-button	Comment	""			(1103, 91)	(33, 35)
push-button	Print Area	""			(1177, 91)	(33, 35)
push-button	Freeze Rows and Columns	""			(1210, 91)	(44, 35)
push-button	Split Window	""			(1254, 91)	(33, 35)
toggle-button	Draw Functions	""			(1295, 91)	(33, 35)
text		Söhne			(74, 130)	(185, 34)
text		11 pt			(303, 130)	(65, 34)
toggle-button	Bold	""			(412, 130)	(33, 35)
toggle-button	Italic	""			(445, 130)	(33, 35)
push-button	Underline	""			(478, 130)	(44, 35)
push-button	Font Color	""			(530, 130)	(44, 35)
push-button	Background Color	""			(574, 130)	(44, 35)
push-button	Align Left	""			(626, 130)	(33, 35)
push-button	Align Center	""			(659, 130)	(33, 35)
push-button	Align Right	""			(692, 130)	(33, 35)
push-button	Align Top	""			(733, 130)	(33, 35)
push-button	Center Vertically	""			(766, 130)	(33, 35)
push-button	Align Bottom	""			(799, 130)	(33, 35)
push-button	Wrap Text	""			(840, 130)	(33, 35)
push-button	Merge and Center Cells	""			(881, 130)	(33, 35)
push-button	Merge Cells	""			(914, 130)	(33, 35)
push-button	Currency	""			(988, 130)	(44, 35)
push-button	Percent	""			(1032, 130)	(33, 35)
push-button	Number	""			(1065, 130)	(33, 35)
push-button	Date	""			(1098, 130)	(33, 35)
push-button	Add Decimal Place	""			(1139, 130)	(33, 35)
push-button	Delete Decimal Place	""			(1172, 130)	(33, 35)
push-button	Increase	""			(1213, 130)	(33, 35)
push-button	Decrease	""			(1246, 130)	(33, 35)
push-button	Borders (Shift to overwrite)	""			(1287, 130)	(44, 35)
push-button	Border Style	""			(1331, 130)	(44, 35)
push-button	Border Color	""			(1375, 130)	(44, 35)
push-button	Conditional	""			(1427, 130)	(44, 35)
label		Sheet 1 of 1			(76, 1061)	(225, 18)
label		Selected: 29 rows, 4 columns			(307, 1061)	(324, 18)
label		PageStyle_Sheet1			(637, 1061)	(266, 18)
label		English (Hong Kong)			(909, 1061)	(267, 18)
label		Average: 58.7142857142857; Sum: 1644			(1337, 1061)	(390, 18)
label		100%			(1876, 1061)	(38, 18)
